22243,21658,-585
23479,22682,-797
22709,22520,-189
22319,22787,468
23039,22453,-586
22429,23021,592
22953,22801,-152
23033,22578,-455
22275,21856,-419
22692,22213,-479
22836,23155,319
23253,23251,-2
25005,22398,-2607
23158,22758,-400
23098,22184,-914
22761,22761,0
22364,22274,-90
22487,22685,198
22667,22161,-506
22263,22274,11
23439,23279,-160
22705,22324,-381
22677,22480,-197
23551,22982,-569
24496,23200,-1296
24098,22595,-1503
22658,22675,17
22813,22724,-89
22884,22128,-756
22270,23191,921
22392,21919,-473
21961,23294,1333
22610,23590,980
22810,22654,-156
22695,22642,-53
23503,22735,-768
22992,23087,95
23134,22718,-416
24839,23233,-1606
22992,22828,-164
23362,23481,119
22572,23258,686
22836,23023,187
23271,23101,-170
22798,22710,-88
22680,22744,64
23147,22693,-454
22680,22709,29
23386,23503,117
22759,21731,-1028
22246,22755,509
23845,22721,-1124
22929,22873,-56
22762,22170,-592
23434,23125,-309
22723,22722,-1
22749,22892,143
22601,22355,-246
23189,22604,-585
22569,23026,457
22326,23448,1122
23066,23029,-37
23467,22668,-799
22721,24963,2242
22332,22631,299
23410,22457,-953
23027,22846,-181
23008,22749,-259
22758,23110,352
22710,22811,101
23116,23144,28
22668,23199,531
22661,22442,-219
23261,21974,-1287
23157,22454,-703
22883,22808,-75
23127,24640,1513
22034,22889,855
23432,23348,-84
22325,22445,120
22085,21639,-446
23060,23175,115
21972,22444,472
22607,22476,-131
22782,22922,140
23115,22776,-339
22818,22096,-722
22797,22883,86
23070,23022,-48
23101,24497,1396
22737,22202,-535
22709,22808,99
22599,22775,176
23105,22223,-882
22400,22674,274
23267,23069,-198
23327,22950,-377
22936,22580,-356
22312,22645,333
22691,22785,94
23498,22607,-891
23090,22357,-733
24144,22324,-1820
23449,23544,95
21945,22888,943
23502,23144,-358
22630,23339,709
23753,22897,-856
23151,22176,-975
22669,23032,363
22987,22473,-514
22670,23065,395
22996,22673,-323
22758,23416,658
22307,23158,851
24267,21862,-2405
21995,23107,1112
21893,22411,518
23517,22299,-1218
23192,21842,-1350
22864,22669,-195
23228,22308,-920
22710,23084,374
22585,22896,311
22042,22657,615
22707,22848,141
22634,22753,119
22615,23191,576
24912,23541,-1371
22632,22440,-192
22236,22472,236
23172,22721,-451
22646,23376,730
22409,22001,-408
22319,22953,634
23105,23154,49
22738,23484,746
22764,22365,-399
22147,22722,575
22762,22490,-272
23074,24806,1732
23088,22131,-957
23400,22724,-676
23054,22138,-916
22813,22754,-59
22298,22885,587
23507,22231,-1276
22685,22365,-320
23546,23239,-307
21901,21874,-27
22286,23368,1082
21497,23500,2003
22755,22263,-492
22701,25046,2345
22952,22442,-510
22176,22704,528
22578,22550,-28
22925,22965,40
23201,22847,-354
23053,22916,-137
23013,23221,208
22369,23189,820
22390,22832,442
22286,23145,859
22255,22720,465
23152,22400,-752
22149,24573,2424
23071,22797,-274
23171,22881,-290
22716,22373,-343
23448,22840,-608
22323,23044,721
22252,22710,458
22802,22375,-427
22693,23056,363
22171,22657,486
22274,21705,-569
23054,22315,-739
23012,22706,-306
22181,24893,2712
23062,22418,-644
22766,22452,-314
22485,23431,946
23063,22276,-787
22380,22626,246
22194,22910,716
21909,22718,809
22948,22677,-271
23004,22722,-282
22623,22400,-223
22282,21937,-345
22673,22053,-620
22462,24483,2021
22614,22622,8
22805,22963,158
22670,22470,-200
22638,22070,-568
22711,22666,-45
22032,22890,858
23388,23093,-295
23397,21934,-1463
22706,22271,-435
22724,23274,550
22368,23118,750
21503,22697,1194
24407,22213,-2194
22635,22447,-188
23015,22816,-199
22995,22768,-227
22842,23148,306
23088,22725,-363
22764,22665,-99
22542,23532,990
22715,22798,83
22191,22715,524
22786,23077,291
22817,23528,711
22909,22235,-674
24704,22800,-1904
22812,22634,-178
22312,22138,-174
23092,22235,-857
23442,22671,-771
22660,23389,729
22756,22385,-371
22424,22286,-138
22282,22794,512
21960,23443,1483
22119,23050,931
22752,23190,438
23101,22967,-134
23876,22814,-1062
22321,22572,251
22709,22793,84
22212,22444,232
22875,21727,-1148
22656,22113,-543
22757,22227,-530
23345,22324,-1021
23517,23052,-465
23050,22772,-278
22768,23432,664
22673,23035,362
23045,23106,61
24118,22670,-1448
22375,22215,-160
23091,22712,-379
22500,23166,666
22294,24441,2147
22285,23221,936
22714,22782,68
22658,22460,-198
22499,22607,108
23039,22410,-629
22718,22799,81
22902,22609,-293
23051,24655,1604
23080,23072,-8
23054,23180,126
23635,22758,-877
22347,22846,499
22987,23119,132
22940,22530,-410
22402,22240,-162
23156,22654,-502
22588,22716,128
23176,22035,-1141
22334,22535,201
22370,22048,-322
22081,24394,2313
22654,22366,-288
22721,23299,578
22767,23083,316
23260,23042,-218
23048,22473,-575
23066,23108,42
22659,23218,559
23160,23428,268
23108,22172,-936
22759,22742,-17
23045,23541,496
22619,22377,-242
22225,23945,1720
22697,23478,781
23067,23148,81
22774,22689,-85
23301,22338,-963
23033,22844,-189
21951,22746,795
22612,22549,-63
22766,22894,128
22722,23464,742
22644,22735,91
22991,22376,-615
22730,22782,52
25214,23439,-1775
22659,23095,436
22235,22785,550
23042,22594,-448
23042,23036,-6
23094,22663,-431
21890,22580,690
22281,23091,810
22990,22230,-760
23089,22456,-633
22602,22322,-280
22384,23413,1029
23524,22667,-857
24083,22501,-1582
22549,22767,218
21858,22721,863
23099,22605,-494
23158,22702,-456
23369,22260,-1109
21835,22959,1124
23678,23477,-201
22437,23199,762
23104,22358,-746
23472,22745,-727
23515,22331,-1184
23042,23023,-19
25259,23200,-2059
22730,22261,-469
22763,22766,3
23036,22747,-289
22768,23048,280
23011,23034,23
23396,22220,-1176
22728,21901,-827
22331,22336,5
22336,23017,681
22278,22294,16
23156,22664,-492
22636,24305,1669
23094,23437,343
22490,22446,-44
22318,22866,548
22764,22397,-367
23007,23049,42
22848,23154,306
22662,23211,549
22713,22908,195
23001,23086,85
23128,23420,292
23150,22401,-749
22994,23271,277
22610,25251,2641
23005,23180,175
22215,22724,509
23039,22452,-587
22556,23140,584
23090,23474,384
22823,22508,-315
22812,22323,-489
22329,23483,1154
22315,21962,-353
22665,23153,488
22619,22631,12
22676,22736,60
22818,23817,999
23087,23089,2
22647,22430,-217
22771,22009,-762
22998,22838,-160
23159,22777,-382
23038,22872,-166
22919,22106,-813
22719,22458,-261
22620,23474,854
22275,23065,790
22572,23027,455
23154,22878,-276
24816,22234,-2582
22684,22661,-23
22401,22652,251
22795,23149,354
22335,22249,-86
23057,22481,-576
22981,23032,51
22769,23222,453
23035,23041,6
23226,22766,-460
22603,23097,494
22328,22352,24
23047,23205,158
24879,22283,-2596
22589,22758,169
22708,22717,9
22606,21973,-633
23038,22839,-199
22500,22407,-93
23474,22766,-708
23410,23374,-36
22649,22828,179
22651,23576,925
22225,22332,107
23507,22660,-847
22645,23058,413
24937,23143,-1794
22514,22496,-18
23091,23183,92
23082,22138,-944
22397,23413,1016
22719,23417,698
22855,22631,-224
23162,22654,-508
21912,23032,1120
22972,22540,-432
23128,22421,-707
22463,22659,196
22753,24615,1862
22364,23085,721
22328,22169,-159
23084,22397,-687
23039,22332,-707
23184,23103,-81
22341,23166,825
22618,22561,-57
22209,22625,416
22712,22714,2
22598,23584,986
22654,22709,55
22617,22444,-173
22561,24646,2085
22936,22551,-385
22595,23463,868
23142,23013,-129
22141,23031,890
22715,22560,-155
23475,22525,-950
23458,23208,-250
22842,22390,-452
22642,23613,971
22779,22896,117
22703,22872,169
23152,22779,-373
21962,25009,3047
22218,22383,165
23088,23218,130
22885,22712,-173
23031,22838,-193
23390,22105,-1285
22179,23526,1347
23047,22484,-563
22713,22893,180
22553,23526,973
22831,23245,414
22837,23470,633
23034,22482,-552
24748,23409,-1339
22648,22118,-530
23086,22648,-438
22651,22401,-250
23523,23401,-122
22273,23087,814
22804,22625,-179
23025,22737,-288
22361,22996,635
22769,22741,-28
22781,22658,-123
22448,22948,500
23052,22171,-881
24551,22655,-1896
23125,23210,85
21970,23058,1088
23016,23012,-4
23058,22911,-147
23467,22227,-1240
23298,21756,-1542
22666,23334,668
22656,23461,805
22175,21829,-346
22780,24944,2164
23271,23160,-111
22714,22893,179
24645,22224,-2421
22646,22643,-3
22281,23104,823
22841,22670,-171
22408,22700,292
22714,22690,-24
22723,22777,54
21962,22236,274
22851,21779,-1072
23244,22911,-333
22783,22384,-399
22964,22923,-41
23241,25094,1853
22319,23307,988
22596,23094,498
23338,22236,-1102
23112,21976,-1136
22347,23237,890
23366,22741,-625
22301,23051,750
22738,23034,296
22750,23088,338
22805,23018,213
22351,22411,60
22773,23089,316
22465,25192,2727
22637,23077,440
22345,23014,669
22285,23092,807
23367,22784,-583
23021,22652,-369
23147,23174,27
22110,22880,770
22424,23166,742
23085,21751,-1334
22755,22710,-45
22821,23401,580
22563,23095,532
23043,24550,1507
23510,22913,-597
22655,22653,-2
22581,22422,-159
22725,22786,61
22953,23083,130
22626,22572,-54
22947,22345,-602
22903,23533,630
22752,23208,456
23391,22459,-932
22887,22779,-108
23089,22355,-734
25169,22661,-2508
22204,22790,586
22783,22620,-163
22417,22513,96
21782,21827,45
22306,22646,340
22902,22627,-275
22412,22438,26
22305,22202,-103
22798,22699,-99
22903,22700,-203
22267,22210,-57
22404,22790,386
24048,23086,-962
22355,22530,175
22516,22266,-250
22163,23069,906
22713,21926,-787
22707,22110,-597
22050,23143,1093
22838,22851,13
22711,22150,-561
22917,23085,168
22849,22847,-2
22346,22246,-100
22499,22791,292
24026,22828,-1198
23078,23313,235
23146,23451,305
22640,22714,74
22106,22902,796
23410,23049,-361
22875,22287,-588
23512,22780,-732
22820,22873,53
22718,22359,-359
22990,22712,-278
22420,22939,519
23015,22940,-75
25113,22273,-2840
22683,23154,471
22710,23287,577
23087,22782,-305
23441,23089,-352
22715,21972,-743
22719,22125,-594
22558,22651,93
22320,23217,897
22970,22481,-489
